rsid	PheWasP	PheWasTrait	chr	n	vP	mP	MoBaTrait	MobaAF
rs3094012	2.90001e-90	Eosinophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.90001e-90	eosinophil cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.8992e-89	Hyperthyroidism or thyrotoxicosis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.28981e-88	ENSG00000137411	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.23623e-87	Non-cancer illness code  self-reported: hyperthyroidism/thyrotoxicosis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.02023e-87	Aspartate aminotransferase levels	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.25061e-87	Aspartate aminotransferase	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.7949e-87	Membranous nephropathy	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.16118e-86	Systemic lupus erythematosus	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.9564e-82	Type 1 diabetes	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.70002e-80	Sitting height	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.49921e-80	Serum total protein level	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.09818e-80	Total protein	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.94984e-79	MHC class I polypeptide-related sequence B	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.97697e-79	Neutrophil count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.16471e-79	Neutrophill count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.94225e-79	Autoimmune diseases	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.90032e-77	Eosinophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.59993e-76	Reticulocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.22104e-76	Total protein	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.99986e-72	Thyroid problem (not cancer)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.75838e-72	Eosinophill count (UKB data field 30150)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.19373e-71	ENSG00000137312	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.50323e-68	Medication use (thyroid preparations)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.13845e-66	Mean reticulocyte volume	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.84512e-62	Type 1 diabetes	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.69981e-59	Mean spheric corpuscular volume	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.80011e-59	Diabetes or endocrine disease	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.30031e-58	Reticulocyte fraction of red cells	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.62422e-55	Monocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.80065e-55	Sitting height	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.25011e-54	Hemoglobin concentration	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.38557e-52	Myeloid white cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.31751e-52	Hypothyroidism or myxoedema (Firth correction)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.41254e-51	Hypothyroidism or myxoedema (SPA correction)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.16884e-50	Eosinophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.19989e-49	High light scatter reticulocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.4003e-49	Treatment/medication code: levothyroxine sodium	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.81644e-48	ENSG00000248290	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.10068e-48	Standing height	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.42791e-46	Cystatin C levels (UKB data field 30720)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.29941e-46	Hemoglobin	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.10002e-45	Started insulin within one year diagnosis of diabetes	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.51008e-45	Granulocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.70023e-45	Treatment/medication code: insulin product	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.31955e-45	Red blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.07572e-44	Haemoglobin concentration (UKB data field 30020)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.31009e-44	Platelet count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.66303e-44	Sum neutrophil eosinophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.01866e-44	Appendicular lean mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.28825e-43	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.00487e-43	Reticulocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.89017e-42	Red cell distribution width	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.29989e-41	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.48658e-41	ENSG00000225059	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.6099e-40	Peak expiratory flow	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.63005e-40	ENSG00000225851	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.41901e-40	Sum eosinophil basophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.18653e-40	Sum basophil neutrophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.58048e-39	Platelet count (UKB data field 30080)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.29989e-39	Hematocrit	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.25893e-39	Height	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.36414e-39	Dermatitis herpetiformis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.65773e-39	Treatment/medication code: insulin product	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.81988e-39	Red blood cell (erythrocyte) distribution width	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.87952e-39	Neutrophil count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.50003e-38	Hypothyroidism or myxedema	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.16869e-38	Glutamate receptor 4	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.73696e-38	Reticulocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.70039e-38	High light scatter reticulocyte percentage of red cells	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.01309e-38	Started insulin within one year diagnosis of diabetes	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.5332e-37	ENSG00000213676	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.94312e-37	Treatment/medication code: levothyroxine sodium	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.11982e-37	Lung function (FEV1/FVC)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.71394e-37	Early-onset myasthenia gravis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.85693e-37	ENSG00000204536	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.23253e-37	Hyperthyroidism	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.0179e-36	Triglyceride levels (UKB data field 30870)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.64789e-36	Hemoglobin	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.69774e-36	Haemoglobin concentration	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.49987e-36	Platelet count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.2808e-36	Complement C2 measurement	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.40505e-36	Thyrotoxicosis with diffuse goitre	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.20012e-36	Red cell distribution width	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.8001e-36	Red blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.00018e-36	Whole body fat-free mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.79941e-36	Whole body water mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.04208e-35	Hypothyroidism	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.11718e-35	Eosinophil counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.83983e-35	Standing height	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.99986e-34	Leg fat-free mass (right)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.28244e-34	Glycated haemoglobin HbA1c levels (UKB data field 30750)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.68287e-34	Reticulocyte percentage	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.10027e-34	Leg predicted mass (left)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.29989e-34	Leg fat-free mass (left)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.40048e-34	Leg predicted mass (right)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.06038e-34	Basophil count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.06038e-34	basophil cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.8897e-34	Cystatin C	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.19946e-34	Basal metabolic rate	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.41189e-33	Cystatin C	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.01513e-33	Non-cancer illness code  self-reported: hypothyroidism/myxoedema	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.49987e-33	Trunk fat-free mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.93856e-33	Graves' disease	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.50904e-32	Other bullous disorders	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.69981e-32	Trunk predicted mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.20012e-32	Hematocrit	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.36942e-32	Disorders of thyroid, IBD co-morbidities	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.06316e-31	Red blood cell erythrocyte count (UKB data field 30010)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.39991e-31	White blood cell count (lymphocyte)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.50003e-31	Arm predicted mass (left)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.60694e-31	Platelet count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.6293e-31	Platelet count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.19963e-31	Arm fat-free mass (left)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.1606e-31	Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection, CLOZUK+PGC2	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.10027e-30	triglycerides	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.64334e-30	Reticulocyte fraction of red cells	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.01976e-30	Aspartate aminotransferase	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.24436e-30	Complement C4	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.30042e-30	apolipoprotein A-I	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.1259e-29	Triglycerides	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.1413e-29	Triglycerides	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.24079e-29	Gamma glutamyltransferase levels (UKB data field 30730)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.29985e-29	Arm fat-free mass (right)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.19963e-29	Arm predicted mass (right)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.10961e-29	Cholesterol levels (UKB data field 30690)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.51043e-28	High light scatter reticulocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.90108e-28	Systemic connective tissue disorders	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.40991e-28	FEV1	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.13006e-27	Schizophrenia	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.29987e-27	HDL cholesterol	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.4669e-27	Schizophrenia	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.19963e-27	Autoimmune traits	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.48578e-27	Leg fat-free mass (right)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.51336e-27	Whole body fat-free mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.21155e-27	Whole body water mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.89128e-27	Apolipoprotein A levels (UKB data field 30630)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.97222e-27	Leg predicted mass (right)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.19289e-26	Hemoglobin A1c levels	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.20642e-26	Glycated haemoglobin	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.79954e-26	Ankle spacing width	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.7306e-26	Leg predicted mass (left)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	6.87227e-26	Leg fat-free mass (left)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.0648e-26	Mean sphered cell volume	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.50522e-25	Mean platelet thrombocyte volume (UKB data field 30100)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.59111e-25	Apoliprotein A	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.80219e-25	Psoriasis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.9002e-25	Autoimmune traits	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.29985e-25	Weight	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.2419e-25	Basal metabolic rate	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.20727e-25	Sj<U+00F6>gren's syndrome	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.41253e-25	Thyrotoxicosis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.63638e-25	Trunk fat-free mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.25199e-24	Trunk predicted mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.30527e-24	Glycated haemoglobin	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.62181e-24	T-cell surface protein tactile	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.92619e-24	ENSG00000204528	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.31526e-24	Sicca syndrome [Sj<c2><9a>gren]	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.39994e-24	Weight	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.29989e-24	Basophil count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.15432e-24	Schizophrenia	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.19952e-24	Appendicular lean mass	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.54881e-24	High density lipoprotein cholesterol levels (UKB data field 30760)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.56753e-24	ENSG00000204531	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.04689e-23	Total cholesterol levels	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.05487e-23	Cholesterol	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.09295e-23	Cholesterol	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.26009e-23	Mean platelet volume	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.26096e-23	Other systemic involvement of connective tissue	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.38007e-23	Other diseases of the digestive system	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.50003e-23	telomere length	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.51826e-23	Triglycerides	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.45382e-23	diastolic blood pressure	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.00037e-23	Operative procedures - secondary OPCS: Z27.4 Duodenum	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
